loci_name,adjacent_genes_0kb_tss
chr14_119100000_119200000,Hs6st3
chr14_119200000_119300000,intergenic
chr14_119300000_119400000,intergenic
chr14_119400000_119500000,intergenic
chr14_119500000_119600000,intergenic
chr14_119600000_119700000,intergenic
chr14_119700000_119800000,intergenic
chr14_119800000_119900000,intergenic
chr14_119900000_120000000,intergenic
chr14_120000000_120100000,Oxgr1
chr14_120100000_120200000,Gm4681
chr14_120200000_120300000,Mbnl2
chr14_120300000_120400000,Gm26679
chr14_120400000_120500000,Rap2a
chr14_120500000_120600000,intergenic
chr14_120600000_120700000,Gm49008
chr14_120700000_120800000,Gm17613
chr14_120800000_120900000,Gm41253
chr14_120900000_121000000,Ipo5
chr14_121000000_121100000,Farp1
chr14_121100000_121200000,intergenic
chr14_121200000_121300000,intergenic
chr14_121300000_121400000,Stk24
chr14_121400000_121500000,intergenic
chr14_121500000_121600000,Slc15a1; Gm49035
chr14_121600000_121700000,intergenic
chr14_121700000_121800000,Dock9
chr14_121800000_121900000,1810041H14Rik; Ubac2
chr14_121900000_122000000,Gpr18; Gpr183
chr14_122000000_122100000,Timm8a2; Gm49236
chr14_122100000_122200000,A330035P11Rik; Tm9sf2; Clybl
chr14_122200000_122300000,1700108J01Rik
chr14_122300000_122400000,intergenic
chr14_122400000_122500000,Gm5089; Zic5; Zic2; Gm10837
chr14_122500000_122600000,Pcca
chr14_122600000_122700000,intergenic
chr14_122700000_122800000,intergenic
chr14_122800000_122900000,intergenic
chr14_122900000_123000000,Ggact; Tmtc4; 4930594M22Rik
chr14_123000000_123100000,intergenic
chr14_123100000_123200000,intergenic
chr14_123200000_123300000,intergenic
chr14_123300000_123400000,intergenic
chr14_123400000_123500000,intergenic
chr14_123500000_123600000,intergenic
chr14_123600000_123700000,Nalcn; Itgbl1
chr14_123700000_123800000,intergenic
chr14_123800000_123900000,intergenic
chr14_123900000_124000000,Gm28932; 1700024B18Rik
chr14_124000000_124100000,intergenic
chr14_124100000_124200000,intergenic
chr14_124200000_124300000,intergenic
chr14_124300000_124400000,intergenic
chr14_124400000_124500000,intergenic
chr14_124500000_124600000,intergenic
chr14_124600000_124700000,Fgf14
chr14_124700000_124800000,4930404O17Rik
chr14_124800000_124900000,intergenic
chr14_124900000_124902244,intergenic
chr15_0_100000,intergenic
chr15_100000_200000,intergenic
chr15_200000_300000,intergenic
chr15_300000_400000,intergenic
chr15_400000_500000,intergenic
chr15_500000_600000,intergenic
chr15_600000_700000,intergenic
chr15_700000_800000,intergenic
chr15_800000_900000,intergenic
chr15_900000_1000000,intergenic
chr15_1000000_1100000,intergenic
chr15_1100000_1200000,intergenic
chr15_1200000_1300000,intergenic
chr15_1300000_1400000,intergenic
chr15_1400000_1500000,intergenic
chr15_1500000_1600000,intergenic
chr15_1600000_1700000,intergenic
chr15_1700000_1800000,intergenic
chr15_1800000_1900000,intergenic
chr15_1900000_2000000,intergenic
chr15_2000000_2100000,intergenic
chr15_2100000_2200000,intergenic
chr15_2200000_2300000,intergenic
chr15_2300000_2400000,intergenic
chr15_2400000_2500000,intergenic
chr15_2500000_2600000,intergenic
chr15_2600000_2700000,intergenic
chr15_2700000_2800000,intergenic
chr15_2800000_2900000,intergenic
chr15_2900000_3000000,intergenic
chr15_3000000_3100000,intergenic
chr15_3100000_3200000,Gm49231
chr15_3200000_3300000,Selenop
chr15_3300000_3400000,Ccdc152
chr15_3400000_3500000,intergenic
chr15_3500000_3600000,Ghr
chr15_3600000_3700000,intergenic
chr15_3700000_3800000,intergenic
chr15_3800000_3900000,intergenic
chr15_3900000_4000000,Fbxo4; AW549877; Gm2093
chr15_4000000_4100000,Oxct1; Gm15632
chr15_4100000_4200000,intergenic
chr15_4200000_4300000,intergenic
chr15_4300000_4400000,Plcxd3
chr15_4400000_4500000,intergenic
chr15_4500000_4600000,intergenic
chr15_4600000_4700000,intergenic
chr15_4700000_4800000,C6
chr15_4800000_4900000,Mroh2b
chr15_4900000_5000000,intergenic
chr15_5000000_5100000,C7
chr15_5100000_5200000,Card6; Rpl37; Prkaa1; Gm15938; Ttc33
chr15_5200000_5300000,Ptger4
chr15_5300000_5400000,intergenic
chr15_5400000_5500000,intergenic
chr15_5500000_5600000,intergenic
chr15_5600000_5700000,intergenic
chr15_5700000_5800000,intergenic
chr15_5800000_5900000,intergenic
chr15_5900000_6000000,intergenic
chr15_6000000_6100000,intergenic
chr15_6100000_6200000,intergenic
chr15_6200000_6300000,Dab2
chr15_6300000_6400000,Gm16311
chr15_6400000_6500000,C9
chr15_6500000_6600000,Fyb
chr15_6600000_6700000,Gm2245
chr15_6700000_6800000,Rictor
chr15_6800000_6900000,Osmr
chr15_6900000_7000000,intergenic
chr15_7000000_7100000,Lifr
chr15_7100000_7200000,intergenic
chr15_7200000_7300000,intergenic
chr15_7300000_7400000,Egflam; Gm16029
chr15_7400000_7500000,intergenic
chr15_7500000_7600000,intergenic
chr15_7600000_7700000,intergenic
chr15_7700000_7800000,Gm49207
chr15_7800000_7900000,Gdnf
chr15_7900000_8000000,intergenic
chr15_8000000_8100000,Wdr70
chr15_8100000_8200000,Nup155
chr15_8200000_8300000,intergenic
chr15_8300000_8400000,intergenic
chr15_8400000_8500000,Nipbl; Gm49247; Gm31282
chr15_8500000_8600000,Gm49249
chr15_8600000_8700000,intergenic
chr15_8700000_8800000,Slc1a3
chr15_8800000_8900000,intergenic
chr15_8900000_9000000,Ranbp3l
chr15_9000000_9100000,Nadk2
chr15_9100000_9200000,Skp2; Lmbrd2
chr15_9200000_9300000,Ugt3a1
chr15_9300000_9400000,Ugt3a2
chr15_9400000_9500000,Capsl
chr15_9500000_9600000,Il7r
chr15_9600000_9700000,intergenic
chr15_9700000_9800000,Spef2
chr15_9800000_9900000,intergenic
chr15_9900000_10000000,intergenic
chr15_10000000_10100000,intergenic
chr15_10100000_10200000,Prlr
chr15_10200000_10300000,intergenic
chr15_10300000_10400000,Gm21973; Agxt2
chr15_10400000_10500000,Dnajc21; Brix1; Rad1
chr15_10500000_10600000,Ttc23l
chr15_10600000_10700000,Gm10389
chr15_10700000_10800000,Rai14
chr15_10800000_10900000,Gm19276
chr15_10900000_11000000,C1qtnf3; Amacr
chr15_11000000_11100000,Slc45a2; Rxfp3; Adamts12
chr15_11100000_11200000,intergenic
chr15_11200000_11300000,intergenic
chr15_11300000_11400000,Tars
chr15_11400000_11500000,intergenic
chr15_11500000_11600000,intergenic
chr15_11600000_11700000,Gm49106; Gm49107
chr15_11700000_11800000,intergenic
chr15_11800000_11900000,intergenic
chr15_11900000_12000000,Npr3; 1700047G03Rik; Sub1
chr15_12000000_12100000,Gm34759
chr15_12100000_12200000,Zfr; Gm49240
chr15_12200000_12300000,Mtmr12
chr15_12300000_12400000,1810049J17Rik; Golph3
chr15_12400000_12500000,intergenic
chr15_12500000_12600000,intergenic
chr15_12600000_12700000,intergenic
chr15_12700000_12800000,Pdzd2
chr15_12800000_12900000,6030458C11Rik; Drosha
chr15_12900000_13000000,intergenic
chr15_13000000_13100000,intergenic
chr15_13100000_13200000,Cdh6
chr15_13200000_13300000,intergenic
chr15_13300000_13400000,intergenic
chr15_13400000_13500000,intergenic
chr15_13500000_13600000,intergenic
chr15_13600000_13700000,intergenic
chr15_13700000_13800000,Gm49113
chr15_13800000_13900000,intergenic
chr15_13900000_14000000,intergenic
chr15_14000000_14100000,intergenic
chr15_14100000_14200000,intergenic
chr15_14200000_14300000,intergenic
chr15_14300000_14400000,intergenic
chr15_14400000_14500000,Gm49116
chr15_14500000_14600000,intergenic
chr15_14600000_14700000,intergenic
chr15_14700000_14800000,intergenic
chr15_14800000_14900000,intergenic
chr15_14900000_15000000,intergenic
chr15_15000000_15100000,intergenic
chr15_15100000_15200000,intergenic
chr15_15200000_15300000,intergenic
chr15_15300000_15400000,intergenic
chr15_15400000_15500000,intergenic
chr15_15500000_15600000,intergenic
chr15_15600000_15700000,intergenic
chr15_15700000_15800000,4930557F08Rik
chr15_15800000_15900000,intergenic
chr15_15900000_16000000,intergenic
chr15_16000000_16100000,intergenic
chr15_16100000_16200000,intergenic
chr15_16200000_16300000,intergenic
chr15_16300000_16400000,intergenic
chr15_16400000_16500000,Gm49126
chr15_16500000_16600000,intergenic
chr15_16600000_16700000,intergenic
chr15_16700000_16800000,Cdh9
chr15_16800000_16900000,Gm49127
chr15_16900000_17000000,intergenic
chr15_17000000_17100000,Gm49128
chr15_17100000_17200000,intergenic
chr15_17200000_17300000,intergenic
chr15_17300000_17400000,intergenic
chr15_17400000_17500000,intergenic
chr15_17500000_17600000,intergenic
chr15_17600000_17700000,intergenic
chr15_17700000_17800000,intergenic
chr15_17800000_17900000,intergenic
chr15_17900000_18000000,intergenic
chr15_18000000_18100000,Gm41277
chr15_18100000_18200000,intergenic
chr15_18200000_18300000,intergenic
chr15_18300000_18400000,intergenic
chr15_18400000_18500000,intergenic
chr15_18500000_18600000,intergenic
chr15_18600000_18700000,intergenic
chr15_18700000_18800000,intergenic
chr15_18800000_18900000,C030047K22Rik; Cdh10
chr15_18900000_19000000,intergenic
chr15_19000000_19100000,intergenic
chr15_19100000_19200000,Gm35496
chr15_19200000_19300000,intergenic
chr15_19300000_19400000,Gm49162
chr15_19400000_19500000,intergenic
chr15_19500000_19600000,intergenic
chr15_19600000_19700000,Gm49166
chr15_19700000_19800000,intergenic
chr15_19800000_19900000,intergenic
chr15_19900000_20000000,intergenic
chr15_20000000_20100000,intergenic
chr15_20100000_20200000,intergenic
chr15_20200000_20300000,intergenic
chr15_20300000_20400000,intergenic
chr15_20400000_20500000,Cdh12
chr15_20500000_20600000,intergenic
chr15_20600000_20700000,Acot10
chr15_20700000_20800000,intergenic
chr15_20800000_20900000,intergenic
chr15_20900000_21000000,intergenic
chr15_21000000_21100000,intergenic
chr15_21100000_21200000,intergenic
chr15_21200000_21300000,intergenic
chr15_21300000_21400000,intergenic
chr15_21400000_21500000,intergenic
chr15_21500000_21600000,intergenic
chr15_21600000_21700000,intergenic
chr15_21700000_21800000,intergenic
chr15_21800000_21900000,intergenic
chr15_21900000_22000000,intergenic
chr15_22000000_22100000,intergenic
chr15_22100000_22200000,intergenic
chr15_22200000_22300000,intergenic
chr15_22300000_22400000,intergenic
chr15_22400000_22500000,intergenic
chr15_22500000_22600000,Cdh18
chr15_22600000_22700000,intergenic
chr15_22700000_22800000,intergenic
chr15_22800000_22900000,intergenic
chr15_22900000_23000000,intergenic
chr15_23000000_23100000,intergenic
chr15_23100000_23200000,intergenic
chr15_23200000_23300000,intergenic
chr15_23300000_23400000,intergenic
chr15_23400000_23500000,Gm49191
chr15_23500000_23600000,intergenic
chr15_23600000_23700000,intergenic
chr15_23700000_23800000,intergenic
chr15_23800000_23900000,intergenic
chr15_23900000_24000000,intergenic
chr15_24000000_24100000,intergenic
chr15_24100000_24200000,intergenic
chr15_24200000_24300000,intergenic
chr15_24300000_24400000,intergenic
chr15_24400000_24500000,intergenic
chr15_24500000_24600000,intergenic
chr15_24600000_24700000,intergenic
chr15_24700000_24800000,intergenic
chr15_24800000_24900000,intergenic
chr15_24900000_25000000,Gm35769
chr15_25000000_25100000,Gm2824
chr15_25100000_25200000,Gm35996
chr15_25200000_25300000,9230109A22Rik
chr15_25300000_25400000,4930445E18Rik
chr15_25400000_25500000,Basp1; Gm5468; Gm48956
chr15_25500000_25600000,Gm36642
chr15_25600000_25700000,Myo10
chr15_25700000_25800000,intergenic
chr15_25800000_25900000,Retreg1
chr15_25900000_26000000,Zfp622
chr15_26000000_26100000,Gm41279
chr15_26100000_26200000,intergenic
chr15_26200000_26300000,intergenic
chr15_26300000_26400000,intergenic
chr15_26400000_26500000,intergenic
chr15_26500000_26600000,intergenic
chr15_26600000_26700000,Gm49267
chr15_26700000_26800000,intergenic
chr15_26800000_26900000,Fbxl7
chr15_26900000_27000000,intergenic
chr15_27000000_27100000,intergenic
chr15_27100000_27200000,intergenic
chr15_27200000_27300000,intergenic
chr15_27300000_27400000,intergenic
chr15_27400000_27500000,Gm36899; Ank
chr15_27500000_27600000,intergenic
chr15_27600000_27700000,Otulin
chr15_27700000_27800000,intergenic
chr15_27800000_27900000,intergenic
chr15_27900000_28000000,intergenic
chr15_28000000_28100000,Trio
chr15_28100000_28200000,Gm31458
chr15_28200000_28300000,Dnah5
chr15_28300000_28400000,intergenic
chr15_28400000_28500000,intergenic
chr15_28500000_28600000,intergenic
chr15_28600000_28700000,intergenic
chr15_28700000_28800000,intergenic
chr15_28800000_28900000,intergenic
chr15_28900000_29000000,intergenic
chr15_29000000_29100000,intergenic
chr15_29100000_29200000,intergenic
chr15_29200000_29300000,intergenic
chr15_29300000_29400000,intergenic
chr15_29400000_29500000,intergenic
chr15_29500000_29600000,intergenic
chr15_29600000_29700000,intergenic
chr15_29700000_29800000,intergenic
chr15_29800000_29900000,intergenic
chr15_29900000_30000000,intergenic
chr15_30000000_30100000,intergenic
chr15_30100000_30200000,Ctnnd2
chr15_30200000_30300000,intergenic
chr15_30300000_30400000,intergenic
chr15_30400000_30500000,intergenic
chr15_30500000_30600000,intergenic
chr15_30600000_30700000,4930570B17Rik
chr15_30700000_30800000,intergenic
chr15_30800000_30900000,intergenic
chr15_30900000_31000000,9630009A06Rik
chr15_31000000_31100000,4930430F21Rik
chr15_31100000_31200000,intergenic
chr15_31200000_31300000,Dap
chr15_31300000_31400000,Ankrd33b
chr15_31400000_31500000,Ropn1l
chr15_31500000_31600000,Cmbl
chr15_31600000_31700000,Cct5
chr15_31700000_31800000,intergenic
chr15_31800000_31900000,intergenic
chr15_31900000_32000000,intergenic
chr15_32000000_32100000,intergenic
chr15_32100000_32200000,intergenic
chr15_32200000_32300000,Snhg18; Sema5a
chr15_32300000_32400000,intergenic
chr15_32400000_32500000,intergenic
chr15_32500000_32600000,intergenic
chr15_32600000_32700000,4930465K09Rik
chr15_32700000_32800000,Gm41289; Gm32618
chr15_32800000_32900000,intergenic
chr15_32900000_33000000,Sdc2
chr15_33000000_33100000,Gm32764; Cpq
chr15_33100000_33200000,intergenic
chr15_33200000_33300000,intergenic
chr15_33300000_33400000,intergenic
chr15_33400000_33500000,intergenic
chr15_33500000_33600000,intergenic
chr15_33600000_33700000,4930592A05Rik; Tspyl5
chr15_33700000_33800000,intergenic
chr15_33800000_33900000,intergenic
chr15_33900000_34000000,intergenic
chr15_34000000_34100000,Gm41290; Mtdh
chr15_34100000_34200000,intergenic
chr15_34200000_34300000,Laptm4b
chr15_34300000_34400000,Matn2; 9430069I07Rik
chr15_34400000_34500000,Rpl30; Erich5; Rida; Pop1
chr15_34500000_34600000,intergenic
chr15_34600000_34700000,Nipal2; 4930413F20Rik
chr15_34700000_34800000,intergenic
chr15_34800000_34900000,Kcns2
chr15_34900000_35000000,intergenic
chr15_35000000_35100000,intergenic
chr15_35100000_35200000,Stk3
chr15_35200000_35300000,Gm33497
chr15_35300000_35400000,BC048602; Gm48960; Vps13b
chr15_35400000_35500000,intergenic
chr15_35500000_35600000,intergenic
chr15_35600000_35700000,intergenic
chr15_35700000_35800000,intergenic
chr15_35800000_35900000,intergenic
chr15_35900000_36000000,Cox6c
chr15_36000000_36100000,intergenic
chr15_36100000_36200000,Rgs22; Fbxo43; Polr2k; Spag1
chr15_36200000_36300000,Gm41293; Rnf19a
chr15_36300000_36400000,Gm34150; Gm34093
chr15_36400000_36500000,Gm49224; Ankrd46
chr15_36500000_36600000,Snx31
chr15_36600000_36700000,Pabpc1; Gm49262; Gm46515; Gm10385
chr15_36700000_36800000,Gm49263; Ywhaz
chr15_36800000_36900000,Gm49282; Gm10384
chr15_36900000_37000000,Gm41300; Gm34590
chr15_37000000_37100000,Zfp706; Gm26766
chr15_37100000_37200000,intergenic
chr15_37200000_37300000,Grhl2
chr15_37300000_37400000,Gm28221
chr15_37400000_37500000,4930447A16Rik
chr15_37500000_37600000,intergenic
chr15_37600000_37700000,intergenic
chr15_37700000_37800000,Ncald; Gm15942
chr15_37800000_37900000,Gm35019
chr15_37900000_38000000,Rrm2b; Gm49085
chr15_38000000_38100000,Ubr5
chr15_38100000_38200000,intergenic
chr15_38200000_38300000,Gm35167; Gm49313
chr15_38300000_38400000,Klf10; Gm35248
chr15_38400000_38500000,Gm41307; G930009F23Rik
chr15_38500000_38600000,Azin1; Gm49077; 2310043O21Rik
chr15_38600000_38700000,1100001I12Rik; Atp6v1c1
chr15_38700000_38800000,Gm45924; Baalc
chr15_38800000_38900000,Fzd6
chr15_38900000_39000000,Cthrc1; Dcaf13
chr15_39000000_39100000,intergenic
chr15_39100000_39200000,Slc25a32; Rims2
chr15_39200000_39300000,intergenic
chr15_39300000_39400000,intergenic
chr15_39400000_39500000,intergenic
chr15_39500000_39600000,intergenic
chr15_39600000_39700000,intergenic
chr15_39700000_39800000,Dcstamp; Gm16291
chr15_39800000_39900000,Dpys
chr15_39900000_40000000,Lrp12; AU022793
chr15_40000000_40100000,Gm33251
chr15_40100000_40200000,9330182O14Rik; Gm33301
chr15_40200000_40300000,intergenic
chr15_40300000_40400000,Gm41311
chr15_40400000_40500000,intergenic
chr15_40500000_40600000,Gm16294
chr15_40600000_40700000,Zfpm2
chr15_40700000_40800000,intergenic
chr15_40800000_40900000,intergenic
chr15_40900000_41000000,intergenic
chr15_41000000_41100000,intergenic
chr15_41100000_41200000,intergenic
chr15_41200000_41300000,intergenic
chr15_41300000_41400000,intergenic
chr15_41400000_41500000,Oxr1
chr15_41500000_41600000,intergenic
chr15_41600000_41700000,intergenic
chr15_41700000_41800000,Gm26854
chr15_41800000_41900000,Abra
chr15_41900000_42000000,intergenic
chr15_42000000_42100000,intergenic
chr15_42100000_42200000,intergenic
chr15_42200000_42300000,intergenic
chr15_42300000_42400000,intergenic
chr15_42400000_42500000,intergenic
chr15_42500000_42600000,intergenic
chr15_42600000_42700000,Angpt1; Gm17473
chr15_42700000_42800000,intergenic
chr15_42800000_42900000,intergenic
chr15_42900000_43000000,intergenic
chr15_43000000_43100000,intergenic
chr15_43100000_43200000,Rspo2
chr15_43200000_43300000,Eif3e
chr15_43300000_43400000,Gm49271
chr15_43400000_43500000,Gm10373; Emc2
chr15_43500000_43600000,intergenic
chr15_43600000_43700000,intergenic
chr15_43700000_43800000,intergenic
chr15_43800000_43900000,Tmem74
chr15_43900000_44000000,intergenic
chr15_44000000_44100000,intergenic
chr15_44100000_44200000,Trhr
chr15_44200000_44300000,intergenic
chr15_44300000_44400000,intergenic
chr15_44400000_44500000,Nudcd1; Eny2; Pkhd1l1
chr15_44500000_44600000,intergenic
chr15_44600000_44700000,Ebag9
chr15_44700000_44800000,Sybu
chr15_44800000_44900000,intergenic
chr15_44900000_45000000,intergenic
chr15_45000000_45100000,intergenic
chr15_45100000_45200000,Kcnv1
chr15_45200000_45300000,intergenic
chr15_45300000_45400000,intergenic
chr15_45400000_45500000,intergenic
chr15_45500000_45600000,intergenic
chr15_45600000_45700000,intergenic
chr15_45700000_45800000,intergenic
chr15_45800000_45900000,intergenic
chr15_45900000_46000000,intergenic
chr15_46000000_46100000,intergenic
chr15_46100000_46200000,intergenic
chr15_46200000_46300000,intergenic
chr15_46300000_46400000,1700022A22Rik
chr15_46400000_46500000,4930523O13Rik
chr15_46500000_46600000,intergenic
chr15_46600000_46700000,4930548G14Rik
chr15_46700000_46800000,intergenic
chr15_46800000_46900000,intergenic
chr15_46900000_47000000,intergenic
chr15_47000000_47100000,intergenic
chr15_47100000_47200000,intergenic
chr15_47200000_47300000,intergenic
chr15_47300000_47400000,intergenic
chr15_47400000_47500000,intergenic
chr15_47500000_47600000,intergenic
chr15_47600000_47700000,intergenic
chr15_47700000_47800000,intergenic
chr15_47800000_47900000,intergenic
chr15_47900000_48000000,intergenic
chr15_48000000_48100000,intergenic
chr15_48100000_48200000,intergenic
chr15_48200000_48300000,intergenic
chr15_48300000_48400000,intergenic
chr15_48400000_48500000,intergenic
chr15_48500000_48600000,intergenic
chr15_48600000_48700000,intergenic
chr15_48700000_48800000,Csmd3
chr15_48800000_48900000,intergenic
chr15_48900000_49000000,intergenic
chr15_49000000_49100000,intergenic
chr15_49100000_49200000,Gm41318
chr15_49200000_49300000,intergenic
chr15_49300000_49400000,intergenic
chr15_49400000_49500000,intergenic
chr15_49500000_49600000,intergenic
chr15_49600000_49700000,intergenic
chr15_49700000_49800000,intergenic
chr15_49800000_49900000,intergenic
chr15_49900000_50000000,intergenic
chr15_50000000_50100000,intergenic
chr15_50100000_50200000,intergenic
chr15_50200000_50300000,Gm49198
chr15_50300000_50400000,intergenic
chr15_50400000_50500000,intergenic
chr15_50500000_50600000,intergenic
chr15_50600000_50700000,intergenic
chr15_50700000_50800000,intergenic
chr15_50800000_50900000,Trps1; Gm48913
chr15_50900000_51000000,intergenic
chr15_51000000_51100000,intergenic
chr15_51100000_51200000,intergenic
chr15_51200000_51300000,intergenic
chr15_51300000_51400000,Gm19303
chr15_51400000_51500000,intergenic
chr15_51500000_51600000,intergenic
chr15_51600000_51700000,Gm34562
chr15_51700000_51800000,intergenic
chr15_51800000_51900000,Eif3h; Utp23; Gm34678; Gm48923
chr15_51900000_52000000,Rad21
chr15_52000000_52100000,Aard
chr15_52100000_52200000,intergenic
chr15_52200000_52300000,Slc30a8
chr15_52300000_52400000,intergenic
chr15_52400000_52500000,Gm41322
chr15_52500000_52600000,intergenic
chr15_52600000_52700000,intergenic
chr15_52700000_52800000,Med30; Gm34794
chr15_52800000_52900000,intergenic
chr15_52900000_53000000,intergenic
chr15_53000000_53100000,intergenic
chr15_53100000_53200000,intergenic
chr15_53200000_53300000,intergenic
chr15_53300000_53400000,Ext1
chr15_53400000_53500000,intergenic
chr15_53500000_53600000,intergenic
chr15_53600000_53700000,1700015H07Rik
chr15_53700000_53800000,intergenic
chr15_53800000_53900000,Gm7489
chr15_53900000_54000000,Samd12
chr15_54000000_54100000,intergenic
chr15_54100000_54200000,intergenic
chr15_54200000_54300000,Tnfrsf11b
chr15_54300000_54400000,intergenic
chr15_54400000_54500000,Colec10
chr15_54500000_54600000,Mal2
chr15_54600000_54700000,intergenic
chr15_54700000_54800000,intergenic
chr15_54800000_54900000,intergenic
chr15_54900000_55000000,Enpp2
chr15_55000000_55100000,Taf2; Dscc1; Gm41325
chr15_55100000_55200000,Deptor
chr15_55200000_55300000,intergenic
chr15_55300000_55400000,Col14a1
chr15_55400000_55500000,intergenic
chr15_55500000_55600000,Mrpl13; Mtbp
chr15_55600000_55700000,intergenic
chr15_55700000_55800000,intergenic
chr15_55800000_55900000,intergenic
chr15_55900000_56000000,Sntb1; Gm46516
chr15_56000000_56100000,Gm49212
chr15_56100000_56200000,intergenic
chr15_56200000_56300000,intergenic
chr15_56300000_56400000,intergenic
chr15_56400000_56500000,intergenic
chr15_56500000_56600000,intergenic
chr15_56600000_56700000,Has2
chr15_56700000_56800000,intergenic
chr15_56800000_56900000,intergenic
chr15_56900000_57000000,intergenic
chr15_57000000_57100000,Gm2582
chr15_57100000_57200000,intergenic
chr15_57200000_57300000,intergenic
chr15_57300000_57400000,intergenic
chr15_57400000_57500000,Slc22a22
chr15_57500000_57600000,intergenic
chr15_57600000_57700000,Zhx2
chr15_57700000_57800000,Gm16006; 9330154K18Rik
chr15_57800000_57900000,Derl1
chr15_57900000_58000000,Tbc1d31; Fam83a
chr15_58000000_58100000,9130401M01Rik; Gm29394; Zhx1
chr15_58100000_58200000,Atad2; Wdyhv1
chr15_58200000_58300000,Fbxo32
chr15_58300000_58400000,Klhl38
chr15_58400000_58500000,Gm2675; Fam91a1
chr15_58500000_58600000,Fer1l6
chr15_58600000_58700000,intergenic
chr15_58700000_58800000,intergenic
chr15_58800000_58900000,Tmem65; Trmt12; Rnf139; Gm49356
chr15_58900000_59000000,Tatdn1; Ndufb9; 4930544F09Rik
chr15_59000000_59100000,Mtss1
chr15_59100000_59200000,intergenic
chr15_59200000_59300000,Gm36617
chr15_59300000_59400000,Sqle; Washc5; Nsmce2
chr15_59400000_59500000,intergenic
chr15_59500000_59600000,intergenic
chr15_59600000_59700000,Trib1
chr15_59700000_59800000,Gm19510
chr15_59800000_59900000,intergenic
chr15_59900000_60000000,intergenic
chr15_60000000_60100000,intergenic
chr15_60100000_60200000,Gm2682
chr15_60200000_60300000,intergenic
chr15_60300000_60400000,intergenic
chr15_60400000_60500000,intergenic
chr15_60500000_60600000,intergenic
chr15_60600000_60700000,intergenic
chr15_60700000_60800000,intergenic
chr15_60800000_60900000,intergenic
chr15_60900000_61000000,A1bg; 4930402D18Rik
chr15_61000000_61100000,intergenic
chr15_61100000_61200000,intergenic
chr15_61200000_61300000,intergenic
chr15_61300000_61400000,intergenic
chr15_61400000_61500000,intergenic
chr15_61500000_61600000,intergenic
chr15_61600000_61700000,intergenic
chr15_61700000_61800000,intergenic
chr15_61800000_61900000,intergenic
chr15_61900000_62000000,Myc
chr15_62000000_62100000,Pvt1
chr15_62100000_62200000,intergenic
chr15_62200000_62300000,intergenic
chr15_62300000_62400000,intergenic
chr15_62400000_62500000,intergenic
chr15_62500000_62600000,intergenic
chr15_62600000_62700000,intergenic
chr15_62700000_62800000,intergenic
chr15_62800000_62900000,intergenic
chr15_62900000_63000000,intergenic
chr15_63000000_63100000,intergenic
chr15_63100000_63200000,Gm30159
chr15_63200000_63300000,Gm49014
chr15_63300000_63400000,intergenic
chr15_63400000_63500000,intergenic
chr15_63500000_63600000,intergenic
chr15_63600000_63700000,intergenic
chr15_63700000_63800000,Gm41335; 4930449C09Rik; Gm49019
chr15_63800000_63900000,Gsdmc; Gsdmc2; Gsdmc3
chr15_63900000_64000000,Gsdmc4
chr15_64000000_64100000,Fam49b; Gm20717
chr15_64100000_64200000,intergenic
chr15_64200000_64300000,intergenic
chr15_64300000_64400000,Asap1; 1700010G06Rik; Gm30563
chr15_64400000_64500000,intergenic
chr15_64500000_64600000,intergenic
chr15_64600000_64700000,Gm30691
chr15_64700000_64800000,intergenic
chr15_64800000_64900000,Gm21798
chr15_64900000_65000000,Adcy8
chr15_65000000_65100000,Gm21961
chr15_65100000_65200000,intergenic
chr15_65200000_65300000,intergenic
chr15_65300000_65400000,intergenic
chr15_65400000_65500000,intergenic
chr15_65500000_65600000,intergenic
chr15_65600000_65700000,intergenic
chr15_65700000_65800000,Efr3a
chr15_65800000_65900000,intergenic
chr15_65900000_66000000,Oc90; Hhla1
chr15_66000000_66100000,Gm27153
chr15_66100000_66200000,intergenic
chr15_66200000_66300000,Kcnq3; Gm27242
chr15_66300000_66400000,Gm30929
chr15_66400000_66500000,intergenic
chr15_66500000_66600000,Lrrc6; Tmem71; Phf20l1
chr15_66600000_66700000,Tg
chr15_66700000_66800000,intergenic
chr15_66800000_66900000,Sla
chr15_66900000_67000000,Ndrg1; Gm17035
chr15_67000000_67100000,intergenic
chr15_67100000_67200000,St3gal1
chr15_67200000_67300000,1700012I11Rik
chr15_67300000_67400000,intergenic
chr15_67400000_67500000,intergenic
chr15_67500000_67600000,intergenic
chr15_67600000_67700000,intergenic
chr15_67700000_67800000,intergenic
chr15_67800000_67900000,intergenic
chr15_67900000_68000000,intergenic
chr15_68000000_68100000,intergenic
chr15_68100000_68200000,intergenic
chr15_68200000_68300000,Zfat
chr15_68300000_68400000,Gm20732
chr15_68400000_68500000,intergenic
chr15_68500000_68600000,intergenic
chr15_68600000_68700000,intergenic
chr15_68700000_68800000,Gm7125
chr15_68800000_68900000,intergenic
chr15_68900000_69000000,Khdrbs3
chr15_69000000_69100000,intergenic
chr15_69100000_69200000,intergenic
chr15_69200000_69300000,intergenic
chr15_69300000_69400000,intergenic
chr15_69400000_69500000,intergenic
chr15_69500000_69600000,intergenic
chr15_69600000_69700000,intergenic
chr15_69700000_69800000,intergenic
chr15_69800000_69900000,intergenic
chr15_69900000_70000000,intergenic
chr15_70000000_70100000,intergenic
